ChannelName,post_body_text,published_at,LikesCount,SharesCount,CommentsCount,ViewsCount,is_safety_related
FOX 5 Atlanta,"Mother's Day, BeltLine Lantern Parade, Wanda Sykes: Things to do this weekend in metro Atlanta https://t.co/lEx4wE3pAY",2024-05-09T13:50:10.000Z,4.0,0.0,0.0,1141.0,True
Your Next Best Friend,"RT @zach_ehansen: Atlanta considers data center ban along Beltline, near transit stops

City Council members take aim at gigantic, power-hu…",2024-05-09T11:46:20.000Z,0.0,13.0,0.0,0.0,True
Matt Westmoreland,"RT @zach_ehansen: Atlanta considers data center ban along Beltline, near transit stops

City Council members take aim at gigantic, power-hu…",2024-05-09T10:39:08.000Z,0.0,13.0,0.0,0.0,True
Zachary Hansen,"Atlanta considers data center ban along Beltline, near transit stops

City Council members take aim at gigantic, power-hungry data storage farms along popular travel corridors. https://t.co/thCzovvi6N",2024-05-09T10:27:56.000Z,54.0,13.0,2.0,23693.0,True
Atlanta Events,"RT @AtlantaBeltLine: Join the Atlanta BeltLine Partnership &amp; @ATLtrackclub  for our weekly run club tomorrow @BrewDog  

All paces and furr…",2024-05-08T19:30:57.000Z,0.0,1.0,0.0,0.0,True
Atlanta BeltLine,"Join the Atlanta BeltLine Partnership &amp; @ATLtrackclub  for our weekly run club tomorrow @BrewDog  

All paces and furry friends are welcome! No registration needed to join.
Check-in at 6:15 pm, run starts at 6:30 pm

Location: 112 Krog St NE Atlanta, GA 30307, USA https://t.co/Zs3Pi5zSwY",2024-05-08T18:54:40.000Z,0.0,1.0,0.0,1675.0,True
Atlanta City Council,"@councilmanlewis highlights approved legislation he co-introduced that authorizes a $10 million application to Atlanta Regional Council Transportation Improvement Program to fund the construction of the Atlanta Beltline's Southside Trail.
#atlantabeltline https://t.co/amL3PUcEVf",2024-05-08T18:25:12.000Z,0.0,0.0,0.0,16.0,True
Your Next Best Friend,RT @WilNobles: Should #Atlanta ban data center construction within the Beltline and near high-capacity transit stops? We dig into that and…,2024-05-08T15:35:46.000Z,0.0,1.0,0.0,0.0,True
Wilborn P. Nobles III,Should #Atlanta ban data center construction within the Beltline and near high-capacity transit stops? We dig into that and more in the latest city hall roundup. #atlpol  https://t.co/hj3sQbxM7c,2024-05-08T15:33:25.000Z,2.0,1.0,0.0,428.0,True
FOX 5 Atlanta,Lantern parade lighting up the Atlanta BeltLine this weekend https://t.co/eUZTQLl0tY,2024-05-08T15:10:08.000Z,0.0,1.0,0.0,934.0,True
Rough Draft Atlanta,"The Atlanta City Council approved applying for $15 million in grants to complete the Southside BeltLine trail before the World Cup. (Via @gpbnews) 
https://t.co/Flgn7c0D11",2024-05-08T14:34:49.000Z,4.0,0.0,0.0,485.0,True
GPB News,RT @mygpb: #ICYMI Two pieces of legislation went before the Atlanta City Council on Monday that could put up to $15 million into completing…,2024-05-08T13:21:07.000Z,0.0,1.0,0.0,0.0,True
GPB,#ICYMI Two pieces of legislation went before the Atlanta City Council on Monday that could put up to $15 million into completing the Southside BeltLine trail before the World Cup starts in June 2026. https://t.co/SpDi03g71y (From @gpbnews),2024-05-08T12:39:00.000Z,2.0,1.0,0.0,258.0,True
GPB News,"Two pieces of legislation went before the Atlanta City Council on Monday that could put up to $15 million into completing the Southside BeltLine trail before the World Cup starts in June 2026.
https://t.co/yAba8K93sO",2024-05-07T22:20:01.000Z,0.0,0.0,0.0,218.0,True
Access Atlanta,"SAVE THIS POST! 🚀 here’s our things to do recs for this weekend!

📅 May 9
🍝 Taste of Alpharetta
📍 Downtown Alpharetta

📅 May 10
🖼️ Scott Antique Market
📍 Atlanta Expo Center

📅 May 10
🎙️ Wanda Sykes Comedy Show
📍 Atlanta Symphony Hall

📅 May 10-11
🍖 Smoke on the Lake BBQ Festival
📍 Logan Farm Park

📅 May 11
🍔 OMG Food Festival
📍 Atlantic Station

📅 May 11
🚴 Cycling For Good
📍 Loose Nuts Cycles

📅 May 11
🎉 Atlanta Caribbean Children’s Carnival
📍 Historic Fourth Ward Park

📅 May 11
🏮 Atlanta Beltline Lantern Parade
📍 Adair Park

📅 May 11-12
🧺 Atlanta’s RnB Soul Picnic
📍 Westside Park

📅 May 11-12
🎉 Sweet Auburn Springfest
📍 Historic Sweet Auburn District

Head to the 🔗 in bio for more information!

✍🏽 Kayla Rivera 
🎥 @ceoxdrone 

#accessatlanta #thingstodoinatlanta #atl #atlanta",2024-05-07T19:33:50.000Z,1276.0,0.0,23.0,63206.0,True
Stacey Ma Dukes Hopkins,"@jasonsdozier Wait. After detailing how damaging these centers are, you are only disallowing them by the Beltline and transit? These centers are going to go somewhere and they will end up building in South Atlanta/Fulton. This is just shifting the problem elsewhere.",2024-05-07T12:59:48.000Z,1.0,0.0,0.0,16.0,True
Atlanta Journal-Constitution,"According to an Atlanta Beltline Inc. news release sent to media outlets Monday, the new units at the $72 million senior project will edge it closer to a goal of creating or preserving 5,600 units of affordable or workforce housing by 2030.  https://t.co/oR9H6oaOtE",2024-05-07T10:00:03.000Z,5.0,0.0,0.0,3495.0,True
The Atlanta Journal-Constitution,"According to an Atlanta Beltline Inc. news release sent to media outlets Monday, the new units at the $72 million senior project will edge it closer to a goal of creating or preserving 5,600 units of affordable or workforce housing by 2030.",2024-05-07T10:00:03.000Z,2532.0,20.0,9.0,0.0,True
ThreadATL,Thanks much to @jasonsdozier and @WestmorelandATL for introducing legislation to prohibit new data centers near transit and the Atlanta BeltLine! The land-use near our investments in transportation alternatives needs to be oriented toward people! 🙌,2024-05-06T23:35:37.000Z,42.0,5.0,2.0,3169.0,True
Atlanta City Council,The Atlanta City Council seeking $10 million from @AtlantaRegional to complete the @AtlantaBeltLine Southside Trail #atlpol #infrastructure,2024-05-06T23:19:14.000Z,0.0,0.0,0.0,388.0,True
Jason Dozier,"4/ By prohibiting new data centers near transit and the Atlanta BeltLine, we aim to preserve these vital corridors for people-oriented priorities like housing, retail, transportation, and green spaces.",2024-05-06T21:28:40.000Z,45.0,4.0,3.0,1618.0,True
Stacey Ma Dukes Hopkins,"4/ By prohibiting new data centers near transit and the Atlanta BeltLine, we aim to preserve these vital corridors for people-oriented priorities like housing, retail, transportation, and green spaces.",2024-05-06T21:28:40.000Z,45.0,4.0,3.0,1618.0,True
WSB-TV,"The BeltLine said it is currently at 66% of its goal to “create or preserve 5,600 units of affordable and workforce housing by 2030.” https://t.co/YeDti9g3yX",2024-05-06T18:30:14.000Z,4.0,0.0,1.0,3415.0,True
Atlanta City Council,"On Monday, the Atlanta City Council will consider an ordinance ratifying the submission of a $10 million application to the Atlanta Regional Commission Transportation Improvement Program to fund the construction of the Atlanta BeltLine’s Southside Trail.",2024-05-05T17:58:34.000Z,5.0,2.0,0.0,692.0,True
Matt Westmoreland,"RT @UrbanizeATL: BeltLine unveils plan for 3,300 Westside homes and commercial village with MARTA, fresh trail construction, and multiple g…",2024-05-02T23:11:28.000Z,0.0,10.0,0.0,0.0,True
Urbanize Atlanta,"BeltLine unveils plan for 3,300 Westside homes and commercial village with MARTA, fresh trail construction, and multiple greenspaces nearby.   https://t.co/HFBqFAQsVO",2024-05-02T19:28:09.000Z,45.0,10.0,0.0,6237.0,True
11Alive,"The development would add over 3,000 homes as well as commercial space.",2024-05-02T16:06:56.000Z,1.0,0.0,0.0,214.0,True
Darin Givens,"@staceyhopkinsga That old apartment building got fixed up. Now it's $1,850 for a 1BR, though that's about average rent in Atlanta now, certainly near the Beltline like this is. We didn't put anti-displacement &amp; affordability up front with the Beltline implementation. 

https://t.co/3zuKOagOQS https://t.co/IQQzX055MI",2024-05-02T13:58:59.000Z,4.0,0.0,1.0,220.0,True
U.S. Dept. of Transportation,"Deputy Secretary Polly Trottenberg joined @ActSecJulieSu to celebrate funding for the Atlanta BeltLine.

Thanks to President Biden's infrastructure package, this project will transform local transportation, create good-paying jobs, and get more Atlantans outdoors.",2024-05-01T20:59:40.000Z,66.0,0.0,0.0,0.0,True
U.S. Department of Transportation,"Deputy Secretary Polly Trottenberg joined Acting Secretary Julie Su to celebrate funding for the Atlanta BeltLine. Thanks to President Biden's infrastructure package, this project will transform local transportation, create good-paying jobs, and get more Atlantans outdoors.",2024-05-01T20:59:36.000Z,29.0,3.0,1.0,0.0,True
U.S. Department of Transportation,"Deputy Secretary Polly Trottenberg joined @ActSecJulieSu to celebrate funding for the Atlanta BeltLine.

Thanks to President Biden's infrastructure package, this project will transform local transportation, create good-paying jobs, and get more Atlantans outdoors. https://t.co/IiFrOtSKCr",2024-05-01T20:59:36.000Z,78.0,22.0,4.0,4148.0,True
U.S. Department of Transportation,"RT @ActSecJulieSu: Thanks to @POTUS’ Investing in America agenda, the Beltline project in Atlanta is revamping local infrastructure AND cre…",2024-04-30T20:18:26.000Z,0.0,14.0,0.0,0.0,True
U.S. Dept. of Transportation,"Thanks to @POTUS’ Investing in America agenda, the Beltline project in Atlanta is revamping local infrastructure AND creating high-quality, good-paying jobs.",2024-04-30T20:15:47.000Z,100.0,0.0,9.0,879.0,True
Acting Secretary Julie Su,"Thanks to @POTUS’ Investing in America agenda, the Beltline project in Atlanta is revamping local infrastructure AND creating high-quality, good-paying jobs. https://t.co/XATaDAeHFF",2024-04-30T20:15:29.000Z,43.0,14.0,3.0,3234.0,True
Atlanta Magazine,A new immersive VR experience just off the BeltLine transports visitors to ancient Egypt. Here's what to know before you go:,2024-04-30T19:09:33.000Z,8.0,2.0,4.0,0.0,True
The Atlanta Journal-Constitution,The ramped up timeline — made possible by the help of millions in federal funds — is part of a massive effort to finish paving 18 miles of the trail loop before the highly-anticipated FIFA World Cup in 2026.,2024-04-29T02:00:07.000Z,920.0,7.0,27.0,0.0,True
Atlanta Journal-Constitution,The ramped up timeline — made possible by the help of millions in federal funds — is part of a massive effort to finish paving 18 miles of the trail loop before the highly-anticipated FIFA World Cup in 2026.  https://t.co/sV2AVyW8bX,2024-04-29T02:00:05.000Z,3.0,0.0,1.0,2923.0,True
SaportaReport,Atlanta BeltLine’s Southside Trail on track to be ready for FIFA World Cup @AtlantaBeltLine   @DelaneyTarr  https://t.co/ovraKLXKFE,2024-04-27T19:23:00.000Z,0.0,0.0,0.0,257.0,True
Marival,Kicks every day in April for every dollar raised to pay for my upcoming trip to China (training with Jackie Chan's Stunt Team)🥷 GoFundMe in Bio $1 = 1 Kick Day 13: +124 Kicks for 1341/3325 We did a bake sale today at The Beltline! (Thanks @John Vaughn @Jess vs The World @momma lynn life channel @Bex !) #kicks #kick #Fitness #training #jackiechan #roadtobeijing #stunts #action #atlanta #drill #drillersmakekillers #tkd #mma #muaythai #kickboxing,2024-04-26T22:44:13.000Z,12.0,6.0,2.0,316.0,True
The Atlanta Journal-Constitution,"The 619 Ponce building, which Jamestown developed, officially opened its doors Thursday in Atlanta’s bustling Old Fourth Ward neighborhood.",2024-04-26T16:30:02.000Z,221.0,2.0,0.0,0.0,True
Atlanta Journal-Constitution,"The 619 Ponce building, which Jamestown developed, officially opened its doors Thursday in Atlanta’s bustling Old Fourth Ward neighborhood.  https://t.co/mzmBXjGB5h",2024-04-26T16:30:01.000Z,1.0,1.0,0.0,2432.0,True
Stacey Ma Dukes Hopkins,"Y'all just wait until I open up my Gentrification Cafe on the Beltline in Atlanta. I'll be serving Spam, describing it as a pork tartare and sell it as a $45 entree.",2024-04-26T15:36:05.000Z,36.0,0.0,5.0,1771.0,True
Wilborn P. Nobles III,"RT @thomaswheatley: The Beltline's Eastside Trail and the mixed-use mania it sparked — 725 Ponce and Ponce City Market, specifically — have…",2024-04-26T15:05:54.000Z,0.0,8.0,0.0,0.0,True
Thomas Wheatley,"The Beltline's Eastside Trail and the mixed-use mania it sparked — 725 Ponce and Ponce City Market, specifically — have helped turn the famed nightlife corridor into the country's 15th most expensive commercial street. https://t.co/bOzxrGC8vo",2024-04-26T00:52:19.000Z,45.0,8.0,1.0,11130.0,True
Atlanta News,"The 619 Ponce building, which was developed by Jamestown, officially opened its doors Thursday in Atlanta’s bustling Old Fourth Ward neighborhood. The building is Georgia's first constructed entirely from timber grown in Georgia and manufactured by regi... https://t.co/8DQUDi45OO",2024-04-25T22:13:10.000Z,0.0,0.0,0.0,173.0,True
Atlanta Journal-Constitution,At this Saturday's event you can scratch “run a 5K with a Grammy-nominated rap group” off your bucket list. https://t.co/OgFuM2k9aE,2024-04-25T21:00:05.000Z,2.0,2.0,0.0,2752.0,True
The Atlanta Journal-Constitution,At this Saturday's event you can scratch “run a 5K with a Grammy-nominated rap group” off your bucket list. ,2024-04-25T21:00:05.000Z,6.0,0.0,0.0,0.0,True
WSB-TV,The City of Atlanta calls it a historic moment for the popular Beltline.,2024-04-25T17:00:40.000Z,96.0,9.0,30.0,0.0,True
11Alive,"Atlanta city leaders say they are in favor of public transportation on the BeltLine but are concerned about adding a new streetcar line. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-04-25T16:35:23.000Z,0.0,0.0,0.0,87.0,True
WABE News,"Fifty years ago, Atlanta Mayor Maynard Jackson designated Lagos, Nigeria, as a “sister city.” The partnership in cultural exchange is honored this year with a 10-week artist residency and exhibition.
https://t.co/Cc2MUwCpDW",2024-04-25T14:28:31.000Z,0.0,0.0,0.0,306.0,True
ATL26,"RT @CityofAtlanta: Exciting news! Mayor @andreforatlanta and Atlanta BeltLine, Inc.’s President &amp; CEO Clyde Higgs just announced that const…",2024-04-25T14:18:22.000Z,0.0,7.0,0.0,0.0,True
ATL City Planning,"RT @CityofAtlanta: Exciting news! Mayor @andreforatlanta and Atlanta BeltLine, Inc.’s President &amp; CEO Clyde Higgs just announced that const…",2024-04-25T13:12:58.000Z,0.0,7.0,0.0,0.0,True
WSB-TV,The City of Atlanta calls it a historic moment for the popular Beltline. https://t.co/PnPImgs1fg,2024-04-25T13:00:13.000Z,4.0,1.0,1.0,3906.0,True
Atlanta News First ,"By 2030, the BeltLine is expected to extend for 22 miles, connecting more than 45 neighborhoods along former railroad tracks and connector trails.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-04-25T09:53:41.000Z,3.0,0.0,0.0,74.0,True
11Alive,Mayor Andre Dickens sounded a note of caution Wednesday about building a new streetcar line on the Atlanta BeltLine.,2024-04-25T09:00:05.000Z,7.0,0.0,2.0,0.0,True
Atlanta News First,"The 17.9-mile path, which will connect Atlanta’s westside from Piedmont Park to Westside Park, is expected to be completed months ahead of the major soccer event, officials said. Full story: https://t.co/IscjbA6L5H",2024-04-25T06:01:00.000Z,2.0,0.0,1.0,468.0,True
Atlanta News First,"The 17.9-mile path, which will connect Atlanta’s westside from Piedmont Park to Westside Park, is expected to be completed months ahead of the major soccer event, officials said.",2024-04-25T06:01:00.000Z,11.0,2.0,1.0,0.0,True
CBS46,"The 17.9-mile path, which will connect Atlanta’s westside from Piedmont Park to Westside Park, is expected to be completed months ahead of the major soccer event, officials said. Full story: https://t.co/IscjbA6L5H",2024-04-25T06:01:00.000Z,2.0,0.0,1.0,595.0,True
Atlanta News First ,"Nearly 18 miles of BeltLine will be available to community members ahead of the 2026 FIFA World Cup, city leaders announced Monday. 

FULL STORY: https://www.atlantanewsfirst.com/2024/04/24/atlanta-officials-discuss-beltline-construction-efforts/",2024-04-25T03:29:58.000Z,3.0,0.0,0.0,193.0,True
The Atlanta Journal-Constitution,The ramped up timeline — made possible by the help of millions in federal funds — is part of a massive effort to finish paving 18 miles of the trail loop before the highly-anticipated FIFA World Cup in 2026.,2024-04-25T00:30:07.000Z,2403.0,19.0,52.0,0.0,True
Atlanta Journal-Constitution,"The ramped up timeline — made possible by the help of millions in federal funds — is part of a massive effort to finish paving 18 miles of the trail loop before the highly-anticipated FIFA World Cup in 2026.

 https://t.co/ks1S1Tzvp1",2024-04-25T00:30:01.000Z,9.0,3.0,1.0,4162.0,True
Atlanta News First,"Nearly 18 miles of BeltLine will be available to community members ahead of the 2026 FIFA World Cup, city leaders announced Monday.

“We are accelerating BeltLine trail completion, specifically on the southside trail, months earlier, ahead of the FIFA World Cup that we will see in 2026,” BeltLine CEO Clyde Higgs said.

The 17.9-mile path, which will connect Atlanta’s westside from Piedmont Park to Westside Park, is expected to be completed months ahead of the major soccer event, officials said. 

More Details >> Link in Bio",2024-04-24T23:01:06.000Z,46.0,0.0,0.0,0.0,True
11Alive,Atlanta leaders said they're in favor of public transportation on the city's popular BeltLine. But the mayor said he's concerned about adding a new streetcar line.,2024-04-24T22:23:24.000Z,7.0,0.0,0.0,524.0,True
Everything Georgia,"Atlanta mayor Andre Dickens has announced 17.9 miles of the Atlanta BeltLine to be paved in time for the FIFA World Cup in 2026. 

📸 @PatrickQuinnTV https://t.co/mXWFWdz9DC",2024-04-24T22:17:20.000Z,1332.0,159.0,29.0,171245.0,True
11Alive,The 17.9 miles of continuous trial includes a mainline trail and a connector to the westside trail.,2024-04-24T22:00:26.000Z,8.0,0.0,0.0,404.0,True
Your Next Best Friend,"RT @FitzTrubey: Majority of Atlanta Beltline trail to be completed by 2026 World Cup, officials say. Mayor Dickens continues to back way fr…",2024-04-24T21:09:43.000Z,0.0,3.0,0.0,0.0,True
11Alive,Latest on BeltLine construction:,2024-04-24T21:00:02.000Z,56.0,3.0,2.0,0.0,True
Atlanta City Council,"RT @CityofAtlanta: Exciting news! Mayor @andreforatlanta and Atlanta BeltLine, Inc.’s President &amp; CEO Clyde Higgs just announced that const…",2024-04-24T20:42:31.000Z,0.0,7.0,0.0,0.0,True
Scott Trubey,"Majority of Atlanta Beltline trail to be completed by 2026 World Cup, officials say. Mayor Dickens continues to back way from light rail but says he continues to support Beltline transit. With wheels rather than rails, given recent remarks. https://t.co/SJoVntRPkF",2024-04-24T20:33:54.000Z,5.0,3.0,4.0,20857.0,True
"City of Atlanta, GA",@andreforatlanta https://t.co/m56p5duYCW,2024-04-24T20:22:11.000Z,1.0,1.0,0.0,1202.0,True
"City of Atlanta, GA","@andreforatlanta Originally set for June 2026, these segments will now wrap up in Q1 2026, adding 17.9 miles to the continuous Atlanta BeltLine paved trail. Let's pave the way for a greener, more connected Atlanta! Click the link in our bio to read the full story. 

#MovingAtlantaForward",2024-04-24T20:22:10.000Z,1.0,1.0,1.0,1217.0,True
"City of Atlanta, GA","Exciting news! Mayor @andreforatlanta and Atlanta BeltLine, Inc.’s President &amp; CEO Clyde Higgs just announced that construction on the Southside Trail – Segments 2 and 3 will kick off earlier, speeding up completion. https://t.co/yrD4eJ7vNq",2024-04-24T20:22:10.000Z,33.0,7.0,3.0,4090.0,True
FOX 5 Atlanta,"Atlanta Mayor Andre Dickens, White House Senior Advisor Tom Perez, and Atlanta BeltLine CEO Clyde Higgs held a press conference on Wednesday morning to announce a significant development.",2024-04-24T19:40:06.000Z,16.0,2.0,6.0,0.0,True
11Alive News,BeltLine announces faster timetable for completing Southside Trail in time for 2026 World Cup https://t.co/ZT6W23SxYj,2024-04-24T19:12:03.000Z,1.0,1.0,1.0,998.0,True
Atlanta News,Atlanta officials announced Wednesday that they’re speeding up delivery of miles of trails on the southside of the Beltl... https://t.co/vPMXpK6i0T,2024-04-24T18:18:02.000Z,0.0,1.0,0.0,205.0,True
Rough Draft Atlanta,"JUST IN: Officials announced today that 17.9 miles of the Atlanta BeltLine trail are expected to be complete for the 2026 World Cup matches.
https://t.co/barJndLfZ8",2024-04-24T16:59:14.000Z,10.0,5.0,0.0,1321.0,True
FOX 5 Atlanta,Atlanta BeltLine's southside portion to be completed before FIFA World Cup https://t.co/bU0idO8xAP,2024-04-24T16:00:33.000Z,0.0,3.0,0.0,841.0,True
Atlanta News First,RT @PatrickQuinnTV: RIGHT NOW: Atlanta Mayor Andre Dickens - alongside federal officials and the BeltLine CEO - announcing he now expects 1…,2024-04-24T15:05:16.000Z,0.0,3.0,0.0,0.0,True
CBS46,RT @PatrickQuinnTV: RIGHT NOW: Atlanta Mayor Andre Dickens - alongside federal officials and the BeltLine CEO - announcing he now expects 1…,2024-04-24T15:05:16.000Z,0.0,9.0,0.0,0.0,True
Patrick Quinn,"RIGHT NOW: Atlanta Mayor Andre Dickens - alongside federal officials and the BeltLine CEO - announcing he now expects 17.9 miles of the Atlanta BeltLine to be paved in time for the FIFA World Cup in 2026.

Atlanta is hosting 8 games, including a semi-final match in 2026. https://t.co/4gQ2sOgljv",2024-04-24T15:04:50.000Z,49.0,9.0,11.0,27736.0,True
11Alive,Volunteers with Georgia's Own Credit Union got their hands dirty with Tree Atlanta to bring 90 new plants to the BeltLine's Westside trail.,2024-04-22T22:01:30.000Z,1.0,0.0,0.0,173.0,True
The Atlanta Journal-Constitution,"Driverless pods, new streetlights and more. Here's a weekly roundup of the most important things you need to know about Atlanta City Hall.",2024-04-22T21:00:09.000Z,5047.0,21.0,73.0,0.0,True
Atlanta Journal-Constitution,"Driverless pods, new streetlights and more. Here's a weekly roundup of the most important things you need to know about Atlanta City Hall.  https://t.co/QmuvIvSbTx",2024-04-22T21:00:02.000Z,1.0,1.0,1.0,3135.0,True
WSB-TV,"Volunteers spent a couple of hours cleaning up an area of Atlanta's BeltLine and placing plants, which included Bottlebrush Buckeyes, Strawberry Bushes, Oakleaf Hydrangeas, and more. https://t.co/5Fu5BdSkZi",2024-04-22T20:45:09.000Z,9.0,3.0,2.0,4068.0,True
The Atlanta Journal-Constitution,"OPINION: Once upon a time, the mayor was steadfast in his intention to spend $230 million to extend the downtown streetcar up the Beltline to the Ponce. But, last week he hinted that he’s leaning toward dropping a cold, wet blanket over the proposed rail.",2024-04-22T19:00:07.000Z,4.0,0.0,0.0,0.0,True
Atlanta News,A weekly roundup of the most important things you need to know about Atlanta City Hall https://t.co/91YmASPmzL,2024-04-22T15:40:02.000Z,0.0,0.0,0.0,169.0,True
Fulton County Commissioner Natalie Hall-District 4,"Our first Senior BeltLine Tour of 2024 was so much fun! Thank you to Atlanta BeltLine Partnership for all you do to make this event an engaging and enjoyable experience for our seniors ❤️

This 3-hour interactive tour gives Fulton County Seniors the opportunity to see the growth and expansion of the Atlanta BeltLine, connect with neighborhoods throughout the city, and engage with each other through shared stories and experiences.

#atlanta  #fulcod4 #fultoncounty #commissionernataliehall",2024-04-19T17:37:53.000Z,18.0,0.0,10.0,0.0,True
Commissioner Natalie Hall,"Our first Senior BeltLine Tour of 2024 was so much fun! Thank you to Atlanta BeltLine Partnership for all you do to make this event an engaging and enjoyable experience for our seniors ❤️

This 3-hour interactive tour gives Fulton County Seniors the opportunity to see the growth and expansion of the Atlanta BeltLine, connect with neighborhoods throughout the city, and engage with each other through shared stories and experiences.

#atlanta  #fulcod4 #fultoncounty #commissionernataliehall",2024-04-19T17:36:43.000Z,42.0,0.0,1.0,0.0,True
Atlanta Journal-Constitution,"OPINION: The exit from I-20 to Bill Kennedy Way in Atlanta is becoming notorious. From 2018-2022, there were at least 23 car accidents at this highway exit. Then, in January 2024, another vehicle barreled into the barricades and onto the Atlanta Beltline. https://t.co/09WKAnpXJL",2024-04-19T16:30:07.000Z,1.0,0.0,2.0,2995.0,True
The Atlanta Journal-Constitution,"OPINION: The exit from I-20 to Bill Kennedy Way in Atlanta is becoming notorious. From 2018-2022, there were at least 23 car accidents at this highway exit. Then, in January 2024, another vehicle barreled into the barricades and onto the Atlanta Beltline.",2024-04-19T16:30:07.000Z,3.0,0.0,1.0,0.0,True
thin beast bones,Now if only it were possible to get around by bike in Atlanta without using the Beltline…,2024-04-18T19:53:51.000Z,0.0,0.0,1.0,187.0,True
Birds Georgia,"Intown Atlanta GNPS Native Garden Tour
Saturday, June 8, 2024, 9:30am to 3:30pm

The Intown Atlanta Chapter of the Georgia Native Plant Society  will be hosting a self-guided garden tour of five beautiful habitats created to support biodiversity, pollinators and other wildlife. Four habitats are private urban gardens and certified GNPS Native Plant Habitats. The fifth is the new Trees Atlanta headquarters, thoughtfully landscaped with native perennials, shrubs, and trees. 

The gardens are located near Atlanta’s Southside and Westside Beltline Trail, with restaurants, shops, and breweries you may want to visit as part of your adventure. At each property, the homeowner or primary gardener and GNPS volunteers will be available to answer questions and point out highlights. Learn more or purchase tickets at the GNPS Garden Tour link in our profile.",2024-04-18T13:10:23.000Z,52.0,0.0,1.0,0.0,True
Birds Georgia,"Intown Atlanta GNPS Native Garden Tour Saturday, June 8, 2024, 9:30am to 3:30pm The Intown Atlanta Chapter of the Georgia Native Plant Society will be hosting a self-guided garden tour of five beautiful habitats created to support biodiversity, pollinators and other wildlife. Four habitats are private urban gardens and certified GNPS Native Plant Habitats. The fifth is the new Trees Atlanta headquarters, thoughtfully landscaped with native perennials, shrubs, and trees. The gardens are located near Atlanta’s Southside and Westside Beltline Trail, with restaurants, shops, and breweries you may want to visit as part of your adventure. At each property, the homeowner or primary gardener and GNPS volunteers will be available to answer questions and point out highlights. Learn more or purchase tickets at https://ow.ly/Mw6y50RiWKr",2024-04-18T13:10:17.000Z,19.0,4.0,1.0,0.0,True
Atlanta Journal-Constitution,"Have you hopped on the new pickleball craze? 👀 You are in luck! Painted Pickle, a new food and pickleball concept from Painted Hospitality, opens near the Northeast Beltline between Buckhead and Midtown. https://t.co/SP1VtFyLCD",2024-04-17T22:30:12.000Z,1.0,0.0,1.0,3140.0,True
The Atlanta Journal-Constitution,"Have you hopped on the new pickleball craze? 👀 You are in luck! Painted Pickle, a new food and pickleball concept from Painted Hospitality, opens near the Northeast Beltline between Buckhead and Midtown.",2024-04-17T22:30:12.000Z,1353.0,2.0,11.0,0.0,True
Atlanta News,"Painted Pickle, a new food and pickleball concept from Painted Hospitality, opens today near the Northeast Beltline between Buckhead and Midtown. https://t.co/qpKlpWjbCY",2024-04-17T14:16:03.000Z,2.0,1.0,1.0,276.0,True
Stacey Ma Dukes Hopkins,"RT @mwgarbett: Promises made. Promises not kept. Look, I get it @andreforatlanta. Things change. But really? After years, and years, and ye…",2024-04-17T13:31:55.000Z,0.0,16.0,0.0,0.0,True
Unplanned Atlanta,"Promises made. Promises not kept. Look, I get it @andreforatlanta. Things change. But really? After years, and years, and years of studies you're going with... pods? 

https://t.co/4zdY6vN05J",2024-04-17T01:38:15.000Z,105.0,16.0,5.0,4510.0,True
Atlanta News First ,"Atlanta Mayor Andre Dickens spoke with Atlanta News First about the timeline for building four new MARTA stations along the BeltLine, and how they’ll be funded.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-04-16T22:16:10.000Z,6.0,0.0,0.0,476.0,True
Anthony LaMesa,"Atlanta mayor on Beltline rail 👇

""Is it gonna be autonomous vehicles like pods? Is it gonna be bus rapid transit?...We're talking about a nice, slow moving peoplemover like you might see at an amusement park, or how you see in France and Italy...""

🤦‍♂️
https://t.co/H7jnBI8cEZ",2024-04-16T19:31:50.000Z,3.0,0.0,2.0,1114.0,True
